Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2020,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,69
2020,December,Horsham,B Property and deception offences,B40 Theft,136
2020,December,Horsham,B Property and deception offences,B50 Deception,18
2020,December,Hume,A Crimes against the person,A10 Homicide and related offences,5
2020,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,807"
2020,December,Hume,A Crimes against the person,A30 Sexual offences,379
2020,December,Hume,A Crimes against the person,A40 Abduction and related offences,28
2020,December,Hume,A Crimes against the person,A50 Robbery,106
2020,December,Hume,A Crimes against the person,A60 Blackmail and extortion,10
2020,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",460
2020,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,203
2020,December,Hume,B Property and deception offences,B10 Arson,62
2020,December,Hume,B Property and deception offences,B20 Property damage,866
2020,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,714
2020,December,Hume,B Property and deception offences,B40 Theft,"2,762"
2020,December,Hume,B Property and deception offences,B50 Deception,403
2020,December,Hume,D Public order and security offences,D10 Weapons and explosives offences,4
2020,December,Indigo,A Crimes against the person,A20 Assault and related offences,57
2020,December,Indigo,A Crimes against the person,A30 Sexual offences,21
2020,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2020,December,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2020,December,Indigo,B Property and deception offences,B20 Property damage,23
2020,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,29
2020,December,Indigo,B Property and deception offences,B40 Theft,80
2020,December,Indigo,B Property and deception offences,B50 Deception,9
2020,December,Kingston,A Crimes against the person,A10 Homicide and related offences,5
2020,December,Kingston,A Crimes against the person,A20 Assault and related offences,946
2020,December,Kingston,A Crimes against the person,A30 Sexual offences,177
2020,December,Kingston,A Crimes against the person,A40 Abduction and related offences,5
2020,December,Kingston,A Crimes against the person,A50 Robbery,45
2020,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",134
2020,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,54
2020,December,Kingston,B Property and deception offences,B10 Arson,11
2020,December,Kingston,B Property and deception offences,B20 Property damage,408
2020,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,445
2020,December,Kingston,B Property and deception offences,B40 Theft,"2,212"
2020,December,Kingston,B Property and deception offences,B50 Deception,189
2020,December,Knox,A Crimes against the person,A20 Assault and related offences,813
2020,December,Knox,A Crimes against the person,A30 Sexual offences,193
2020,December,Knox,A Crimes against the person,A40 Abduction and related offences,13
2020,December,Knox,A Crimes against the person,A50 Robbery,42
2020,December,Knox,A Crimes against the person,A60 Blackmail and extortion,5
2020,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",142
2020,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,71
2020,December,Knox,B Property and deception offences,B10 Arson,24
2020,December,Knox,B Property and deception offences,B20 Property damage,445
2020,December,Knox,B Property and deception offences,B30 Burglary/Break and enter,485
2020,December,Knox,B Property and deception offences,B40 Theft,"2,068"
