Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2014,December,Greater Geelong,B Property and deception offences,B10 Arson,24
2014,December,Greater Geelong,B Property and deception offences,B20 Property damage,324
2014,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,410
2014,December,Greater Geelong,B Property and deception offences,B40 Theft,881
2014,December,Greater Geelong,B Property and deception offences,B50 Deception,191
2014,December,Greater Geelong,C Drug offences,C10 Drug dealing and trafficking,96
2014,December,Greater Geelong,C Drug offences,C20 Cultivate or manufacture drugs,41
2014,December,Greater Geelong,C Drug offences,C30 Drug use and possession,151
2014,December,Greater Geelong,D Public order and security offences,D10 Weapons and explosives offences,200
2014,December,Greater Geelong,D Public order and security offences,D20 Disorderly and offensive conduct,843
2014,December,Greater Geelong,D Public order and security offences,D30 Public nuisance offences,23
2014,December,Greater Geelong,E Justice procedures offences,E10 Justice procedures,85
2014,December,Greater Geelong,E Justice procedures offences,E20 Breaches of orders,500
2014,December,Greater Geelong,F Other offences,F30 Other government regulatory offences,7
2014,December,Greater Shepparton,A Crimes against the person,A10 Homicide and related offences,4
2014,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,551
2014,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,44
2014,December,Greater Shepparton,A Crimes against the person,A50 Robbery,12
2014,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",74
2014,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,40
2014,December,Greater Shepparton,B Property and deception offences,B10 Arson,27
2014,December,Greater Shepparton,B Property and deception offences,B20 Property damage,152
2014,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,234
2014,December,Greater Shepparton,B Property and deception offences,B40 Theft,308
2014,December,Greater Shepparton,B Property and deception offences,B50 Deception,87
2014,December,Greater Shepparton,C Drug offences,C10 Drug dealing and trafficking,45
2014,December,Greater Shepparton,C Drug offences,C20 Cultivate or manufacture drugs,16
2014,December,Greater Shepparton,C Drug offences,C30 Drug use and possession,134
2014,December,Greater Shepparton,D Public order and security offences,D10 Weapons and explosives offences,141
2014,December,Greater Shepparton,D Public order and security offences,D20 Disorderly and offensive conduct,261
2014,December,Greater Shepparton,D Public order and security offences,D30 Public nuisance offences,12
2014,December,Greater Shepparton,E Justice procedures offences,E10 Justice procedures,31
2014,December,Greater Shepparton,E Justice procedures offences,E20 Breaches of orders,312
2014,December,Hepburn,A Crimes against the person,A20 Assault and related offences,54
2014,December,Hepburn,A Crimes against the person,A30 Sexual offences,6
2014,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11
2014,December,Hepburn,B Property and deception offences,B10 Arson,10
2014,December,Hepburn,B Property and deception offences,B20 Property damage,20
2014,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,35
2014,December,Hepburn,B Property and deception offences,B40 Theft,27
2014,December,Hepburn,B Property and deception offences,B50 Deception,6
2014,December,Hepburn,C Drug offences,C20 Cultivate or manufacture drugs,6
2014,December,Hepburn,C Drug offences,C30 Drug use and possession,5
2014,December,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,8
2014,December,Hepburn,D Public order and security offences,D20 Disorderly and offensive conduct,11
2014,December,Hepburn,E Justice procedures offences,E20 Breaches of orders,20
2014,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,21
2014,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,5
2014,December,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2014,December,Hindmarsh,B Property and deception offences,B20 Property damage,6
2014,December,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,4
2014,December,Hindmarsh,B Property and deception offences,B40 Theft,9
2014,December,Hindmarsh,C Drug offences,C30 Drug use and possession,12
2014,December,Hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,4
2014,December,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,5
2014,December,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,6
2014,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,460
2014,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,49
2014,December,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,6
2014,December,Hobsons Bay,A Crimes against the person,A50 Robbery,28
2014,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",58
2014,December,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,40
2014,December,Hobsons Bay,B Property and deception offences,B10 Arson,10
2014,December,Hobsons Bay,B Property and deception offences,B20 Property damage,215
2014,December,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,156
2014,December,Hobsons Bay,B Property and deception offences,B40 Theft,500
2014,December,Hobsons Bay,B Property and deception offences,B50 Deception,99
2014,December,Hobsons Bay,C Drug offences,C10 Drug dealing and trafficking,32
2014,December,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,20
2014,December,Hobsons Bay,C Drug offences,C30 Drug use and possession,99
2014,December,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,98
2014,December,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,142
2014,December,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,7
2014,December,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,23
2014,December,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,206
2014,December,Horsham,A Crimes against the person,A20 Assault and related offences,206
2014,December,Horsham,A Crimes against the person,A30 Sexual offences,24
2014,December,Horsham,A Crimes against the person,A50 Robbery,4
2014,December,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2014,December,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2014,December,Horsham,B Property and deception offences,B10 Arson,10
2014,December,Horsham,B Property and deception offences,B20 Property damage,65
2014,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,60
2014,December,Horsham,B Property and deception offences,B40 Theft,118
2014,December,Horsham,B Property and deception offences,B50 Deception,20
2014,December,Horsham,C Drug offences,C10 Drug dealing and trafficking,14
2014,December,Horsham,C Drug offences,C20 Cultivate or manufacture drugs,4
2014,December,Horsham,C Drug offences,C30 Drug use and possession,78
2014,December,Horsham,D Public order and security offences,D10 Weapons and explosives offences,28
2014,December,Horsham,D Public order and security offences,D20 Disorderly and offensive conduct,113
2014,December,Horsham,D Public order and security offences,D30 Public nuisance offences,6
2014,December,Horsham,E Justice procedures offences,E10 Justice procedures,10
2014,December,Horsham,E Justice procedures offences,E20 Breaches of orders,135
2014,December,Hume,A Crimes against the person,A10 Homicide and related offences,8
2014,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,055"
2014,December,Hume,A Crimes against the person,A30 Sexual offences,120
2014,December,Hume,A Crimes against the person,A40 Abduction and related offences,10
2014,December,Hume,A Crimes against the person,A50 Robbery,53
2014,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",268
2014,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,95
2014,December,Hume,B Property and deception offences,B10 Arson,66
2014,December,Hume,B Property and deception offences,B20 Property damage,251
2014,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,307
2014,December,Hume,B Property and deception offences,B40 Theft,958
2014,December,Hume,B Property and deception offences,B50 Deception,240
2014,December,Hume,C Drug offences,C10 Drug dealing and trafficking,90
2014,December,Hume,C Drug offences,C20 Cultivate or manufacture drugs,43
2014,December,Hume,C Drug offences,C30 Drug use and possession,277
2014,December,Hume,D Public order and security offences,D10 Weapons and explosives offences,323
2014,December,Hume,D Public order and security offences,D20 Disorderly and offensive conduct,161
2014,December,Hume,D Public order and security offences,D30 Public nuisance offences,15
2014,December,Hume,E Justice procedures offences,E10 Justice procedures,79
2014,December,Hume,E Justice procedures offences,E20 Breaches of orders,578
2014,December,Hume,F Other offences,F20 Transport regulation offences,6
2014,December,Indigo,A Crimes against the person,A20 Assault and related offences,28
2014,December,Indigo,A Crimes against the person,A30 Sexual offences,7
2014,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2014,December,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2014,December,Indigo,B Property and deception offences,B10 Arson,4
2014,December,Indigo,B Property and deception offences,B20 Property damage,11
2014,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,12
2014,December,Indigo,B Property and deception offences,B40 Theft,27
2014,December,Indigo,C Drug offences,C10 Drug dealing and trafficking,6
2014,December,Indigo,C Drug offences,C30 Drug use and possession,6
2014,December,Indigo,D Public order and security offences,D10 Weapons and explosives offences,12
2014,December,Indigo,D Public order and security offences,D20 Disorderly and offensive conduct,17
2014,December,Indigo,E Justice procedures offences,E20 Breaches of orders,11
2014,December,Kingston,A Crimes against the person,A20 Assault and related offences,532
2014,December,Kingston,A Crimes against the person,A30 Sexual offences,51
2014,December,Kingston,A Crimes against the person,A40 Abduction and related offences,5
2014,December,Kingston,A Crimes against the person,A50 Robbery,32
2014,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",77
2014,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,27
2014,December,Kingston,B Property and deception offences,B10 Arson,21
2014,December,Kingston,B Property and deception offences,B20 Property damage,182
2014,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,242
2014,December,Kingston,B Property and deception offences,B40 Theft,639
2014,December,Kingston,B Property and deception offences,B50 Deception,128
2014,December,Kingston,C Drug offences,C10 Drug dealing and trafficking,61
2014,December,Kingston,C Drug offences,C20 Cultivate or manufacture drugs,22
2014,December,Kingston,C Drug offences,C30 Drug use and possession,230
2014,December,Kingston,D Public order and security offences,D10 Weapons and explosives offences,139
2014,December,Kingston,D Public order and security offences,D20 Disorderly and offensive conduct,276
2014,December,Kingston,D Public order and security offences,D30 Public nuisance offences,6
2014,December,Kingston,E Justice procedures offences,E10 Justice procedures,50
2014,December,Kingston,E Justice procedures offences,E20 Breaches of orders,359
2014,December,Kingston,F Other offences,F20 Transport regulation offences,6
2014,December,Kingston,F Other offences,F90 Miscellaneous offences,4
2014,December,Knox,A Crimes against the person,A20 Assault and related offences,528
2014,December,Knox,A Crimes against the person,A30 Sexual offences,62
2014,December,Knox,A Crimes against the person,A50 Robbery,24
2014,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",73
2014,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,48
2014,December,Knox,B Property and deception offences,B10 Arson,21
2014,December,Knox,B Property and deception offences,B20 Property damage,163
2014,December,Knox,B Property and deception offences,B30 Burglary/Break and enter,123
2014,December,Knox,B Property and deception offences,B40 Theft,737
2014,December,Knox,B Property and deception offences,B50 Deception,137
2014,December,Knox,C Drug offences,C10 Drug dealing and trafficking,80
2014,December,Knox,C Drug offences,C20 Cultivate or manufacture drugs,23
2014,December,Knox,C Drug offences,C30 Drug use and possession,199
2014,December,Knox,D Public order and security offences,D10 Weapons and explosives offences,138
2014,December,Knox,D Public order and security offences,D20 Disorderly and offensive conduct,155
2014,December,Knox,D Public order and security offences,D30 Public nuisance offences,8
2014,December,Knox,E Justice procedures offences,E10 Justice procedures,38
2014,December,Knox,E Justice procedures offences,E20 Breaches of orders,209
2014,December,Latrobe,A Crimes against the person,A20 Assault and related offences,"1,088"
2014,December,Latrobe,A Crimes against the person,A30 Sexual offences,93
2014,December,Latrobe,A Crimes against the person,A40 Abduction and related offences,22
2014,December,Latrobe,A Crimes against the person,A50 Robbery,33
2014,December,Latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",208
2014,December,Latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,110
2014,December,Latrobe,B Property and deception offences,B10 Arson,52
2014,December,Latrobe,B Property and deception offences,B20 Property damage,333
2014,December,Latrobe,B Property and deception offences,B30 Burglary/Break and enter,218
2014,December,Latrobe,B Property and deception offences,B40 Theft,455
2014,December,Latrobe,B Property and deception offences,B50 Deception,147
2014,December,Latrobe,C Drug offences,C10 Drug dealing and trafficking,82
2014,December,Latrobe,C Drug offences,C20 Cultivate or manufacture drugs,22
2014,December,Latrobe,C Drug offences,C30 Drug use and possession,174
2014,December,Latrobe,D Public order and security offences,D10 Weapons and explosives offences,170
2014,December,Latrobe,D Public order and security offences,D20 Disorderly and offensive conduct,403
2014,December,Latrobe,D Public order and security offences,D30 Public nuisance offences,15
2014,December,Latrobe,E Justice procedures offences,E10 Justice procedures,69
2014,December,Latrobe,E Justice procedures offences,E20 Breaches of orders,536
2014,December,Loddon,A Crimes against the person,A10 Homicide and related offences,5
2014,December,Loddon,A Crimes against the person,A20 Assault and related offences,29
2014,December,Loddon,A Crimes against the person,A30 Sexual offences,6
2014,December,Loddon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2014,December,Loddon,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2014,December,Loddon,B Property and deception offences,B10 Arson,7
2014,December,Loddon,B Property and deception offences,B20 Property damage,11
2014,December,Loddon,B Property and deception offences,B40 Theft,17
2014,December,Loddon,D Public order and security offences,D20 Disorderly and offensive conduct,5
2014,December,Loddon,D Public order and security offences,D30 Public nuisance offences,4
2014,December,Loddon,E Justice procedures offences,E20 Breaches of orders,7
2014,December,Macedon Ranges,A Crimes against the person,A20 Assault and related offences,144
2014,December,Macedon Ranges,A Crimes against the person,A30 Sexual offences,23
2014,December,Macedon Ranges,A Crimes against the person,A40 Abduction and related offences,4
2014,December,Macedon Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",29
2014,December,Macedon Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2014,December,Macedon Ranges,B Property and deception offences,B10 Arson,30
2014,December,Macedon Ranges,B Property and deception offences,B20 Property damage,54
2014,December,Macedon Ranges,B Property and deception offences,B30 Burglary/Break and enter,44
2014,December,Macedon Ranges,B Property and deception offences,B40 Theft,69
2014,December,Macedon Ranges,B Property and deception offences,B50 Deception,25
2014,December,Macedon Ranges,C Drug offences,C10 Drug dealing and trafficking,16
2014,December,Macedon Ranges,C Drug offences,C20 Cultivate or manufacture drugs,8
2014,December,Macedon Ranges,C Drug offences,C30 Drug use and possession,49
2014,December,Macedon Ranges,D Public order and security offences,D10 Weapons and explosives offences,29
2014,December,Macedon Ranges,D Public order and security offences,D20 Disorderly and offensive conduct,27
2014,December,Macedon Ranges,D Public order and security offences,D30 Public nuisance offences,4
2014,December,Macedon Ranges,E Justice procedures offences,E10 Justice procedures,14
2014,December,Macedon Ranges,E Justice procedures offences,E20 Breaches of orders,86
2014,December,Macedon Ranges,F Other offences,F20 Transport regulation offences,5
2014,December,Macedon Ranges,F Other offences,F30 Other government regulatory offences,8
2014,December,Manningham,A Crimes against the person,A20 Assault and related offences,220
2014,December,Manningham,A Crimes against the person,A30 Sexual offences,17
2014,December,Manningham,A Crimes against the person,A50 Robbery,11
2014,December,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",41
2014,December,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2014,December,Manningham,B Property and deception offences,B10 Arson,11
2014,December,Manningham,B Property and deception offences,B20 Property damage,47
2014,December,Manningham,B Property and deception offences,B30 Burglary/Break and enter,106
2014,December,Manningham,B Property and deception offences,B40 Theft,351
2014,December,Manningham,B Property and deception offences,B50 Deception,46
2014,December,Manningham,C Drug offences,C10 Drug dealing and trafficking,37
2014,December,Manningham,C Drug offences,C20 Cultivate or manufacture drugs,5
2014,December,Manningham,C Drug offences,C30 Drug use and possession,97
2014,December,Manningham,D Public order and security offences,D10 Weapons and explosives offences,30
2014,December,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,23
2014,December,Manningham,D Public order and security offences,D30 Public nuisance offences,8
2014,December,Manningham,E Justice procedures offences,E10 Justice procedures,7
2014,December,Manningham,E Justice procedures offences,E20 Breaches of orders,92
2014,December,Mansfield,A Crimes against the person,A20 Assault and related offences,30
2014,December,Mansfield,A Crimes against the person,A30 Sexual offences,5
2014,December,Mansfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2014,December,Mansfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2014,December,Mansfield,B Property and deception offences,B10 Arson,5
2014,December,Mansfield,B Property and deception offences,B20 Property damage,16
2014,December,Mansfield,B Property and deception offences,B40 Theft,26
2014,December,Mansfield,C Drug offences,C30 Drug use and possession,11
2014,December,Mansfield,D Public order and security offences,D10 Weapons and explosives offences,15
2014,December,Mansfield,D Public order and security offences,D20 Disorderly and offensive conduct,15
2014,December,Mansfield,E Justice procedures offences,E20 Breaches of orders,10
2014,December,Mansfield,F Other offences,F20 Transport regulation offences,6
2014,December,Maribyrnong,A Crimes against the person,A10 Homicide and related offences,4
2014,December,Maribyrnong,A Crimes against the person,A20 Assault and related offences,378
2014,December,Maribyrnong,A Crimes against the person,A30 Sexual offences,36
2014,December,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,9
2014,December,Maribyrnong,A Crimes against the person,A50 Robbery,59
2014,December,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",48
2014,December,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2014,December,Maribyrnong,B Property and deception offences,B10 Arson,5
2014,December,Maribyrnong,B Property and deception offences,B20 Property damage,84
2014,December,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,156
2014,December,Maribyrnong,B Property and deception offences,B40 Theft,751
2014,December,Maribyrnong,B Property and deception offences,B50 Deception,121
2014,December,Maribyrnong,C Drug offences,C10 Drug dealing and trafficking,79
2014,December,Maribyrnong,C Drug offences,C20 Cultivate or manufacture drugs,11
2014,December,Maribyrnong,C Drug offences,C30 Drug use and possession,155
2014,December,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,141
2014,December,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,279
2014,December,Maribyrnong,D Public order and security offences,D30 Public nuisance offences,9
2014,December,Maribyrnong,E Justice procedures offences,E10 Justice procedures,36
2014,December,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,169
2014,December,Maroondah,A Crimes against the person,A20 Assault and related offences,377
2014,December,Maroondah,A Crimes against the person,A30 Sexual offences,31
2014,December,Maroondah,A Crimes against the person,A50 Robbery,31
2014,December,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",61
2014,December,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,20
2014,December,Maroondah,B Property and deception offences,B10 Arson,10
2014,December,Maroondah,B Property and deception offences,B20 Property damage,141
2014,December,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,136
2014,December,Maroondah,B Property and deception offences,B40 Theft,429
2014,December,Maroondah,B Property and deception offences,B50 Deception,94
2014,December,Maroondah,C Drug offences,C10 Drug dealing and trafficking,44
2014,December,Maroondah,C Drug offences,C20 Cultivate or manufacture drugs,15
2014,December,Maroondah,C Drug offences,C30 Drug use and possession,76
2014,December,Maroondah,D Public order and security offences,D10 Weapons and explosives offences,66
2014,December,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,191
2014,December,Maroondah,D Public order and security offences,D30 Public nuisance offences,15
2014,December,Maroondah,E Justice procedures offences,E10 Justice procedures,25
2014,December,Maroondah,E Justice procedures offences,E20 Breaches of orders,452
2014,December,Melbourne,A Crimes against the person,A10 Homicide and related offences,15
2014,December,Melbourne,A Crimes against the person,A20 Assault and related offences,"1,447"
2014,December,Melbourne,A Crimes against the person,A30 Sexual offences,147
2014,December,Melbourne,A Crimes against the person,A40 Abduction and related offences,12
2014,December,Melbourne,A Crimes against the person,A50 Robbery,143
2014,December,Melbourne,A Crimes against the person,A60 Blackmail and extortion,10
2014,December,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",160
2014,December,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75
2014,December,Melbourne,B Property and deception offences,B10 Arson,13
2014,December,Melbourne,B Property and deception offences,B20 Property damage,437
2014,December,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,342
2014,December,Melbourne,B Property and deception offences,B40 Theft,"1,655"
2014,December,Melbourne,B Property and deception offences,B50 Deception,505
2014,December,Melbourne,C Drug offences,C10 Drug dealing and trafficking,228
2014,December,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,45
2014,December,Melbourne,C Drug offences,C30 Drug use and possession,955
2014,December,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,430
2014,December,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,"3,363"
2014,December,Melbourne,D Public order and security offences,D30 Public nuisance offences,145
2014,December,Melbourne,E Justice procedures offences,E10 Justice procedures,186
2014,December,Melbourne,E Justice procedures offences,E20 Breaches of orders,"1,239"
2014,December,Melbourne,F Other offences,F20 Transport regulation offences,13
2014,December,Melbourne,F Other offences,F30 Other government regulatory offences,42
2014,December,Melbourne,F Other offences,F90 Miscellaneous offences,12
2014,December,Melton,A Crimes against the person,A10 Homicide and related offences,7
2014,December,Melton,A Crimes against the person,A20 Assault and related offences,624
2014,December,Melton,A Crimes against the person,A30 Sexual offences,53
2014,December,Melton,A Crimes against the person,A40 Abduction and related offences,9
2014,December,Melton,A Crimes against the person,A50 Robbery,44
2014,December,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",127
2014,December,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,53
2014,December,Melton,B Property and deception offences,B10 Arson,26
2014,December,Melton,B Property and deception offences,B20 Property damage,128
2014,December,Melton,B Property and deception offences,B30 Burglary/Break and enter,251
2014,December,Melton,B Property and deception offences,B40 Theft,440
2014,December,Melton,B Property and deception offences,B50 Deception,121
2014,December,Melton,C Drug offences,C10 Drug dealing and trafficking,70
2014,December,Melton,C Drug offences,C20 Cultivate or manufacture drugs,32
2014,December,Melton,C Drug offences,C30 Drug use and possession,104
2014,December,Melton,D Public order and security offences,D10 Weapons and explosives offences,107
2014,December,Melton,D Public order and security offences,D20 Disorderly and offensive conduct,82
2014,December,Melton,D Public order and security offences,D30 Public nuisance offences,5
2014,December,Melton,E Justice procedures offences,E10 Justice procedures,32
2014,December,Melton,E Justice procedures offences,E20 Breaches of orders,197
2014,December,Merri-bek,A Crimes against the person,A10 Homicide and related offences,4
2014,December,Merri-bek,A Crimes against the person,A20 Assault and related offences,631
2014,December,Merri-bek,A Crimes against the person,A30 Sexual offences,68
2014,December,Merri-bek,A Crimes against the person,A40 Abduction and related offences,5
2014,December,Merri-bek,A Crimes against the person,A50 Robbery,47
2014,December,Merri-bek,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",130
2014,December,Merri-bek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,65
2014,December,Merri-bek,B Property and deception offences,B10 Arson,8
2014,December,Merri-bek,B Property and deception offences,B20 Property damage,144
2014,December,Merri-bek,B Property and deception offences,B30 Burglary/Break and enter,254
2014,December,Merri-bek,B Property and deception offences,B40 Theft,590
2014,December,Merri-bek,B Property and deception offences,B50 Deception,134
2014,December,Merri-bek,C Drug offences,C10 Drug dealing and trafficking,39
2014,December,Merri-bek,C Drug offences,C20 Cultivate or manufacture drugs,19
2014,December,Merri-bek,C Drug offences,C30 Drug use and possession,153
2014,December,Merri-bek,D Public order and security offences,D10 Weapons and explosives offences,139
2014,December,Merri-bek,D Public order and security offences,D20 Disorderly and offensive conduct,172
2014,December,Merri-bek,D Public order and security offences,D30 Public nuisance offences,16
2014,December,Merri-bek,E Justice procedures offences,E10 Justice procedures,42
2014,December,Merri-bek,E Justice procedures offences,E20 Breaches of orders,247
2014,December,Merri-bek,F Other offences,F20 Transport regulation offences,6
2014,December,Mildura,A Crimes against the person,A20 Assault and related offences,492
2014,December,Mildura,A Crimes against the person,A30 Sexual offences,39
2014,December,Mildura,A Crimes against the person,A50 Robbery,10
2014,December,Mildura,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",77
2014,December,Mildura,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26
2014,December,Mildura,B Property and deception offences,B10 Arson,19
2014,December,Mildura,B Property and deception offences,B20 Property damage,135
2014,December,Mildura,B Property and deception offences,B30 Burglary/Break and enter,192
2014,December,Mildura,B Property and deception offences,B40 Theft,251
2014,December,Mildura,B Property and deception offences,B50 Deception,50
2014,December,Mildura,C Drug offences,C10 Drug dealing and trafficking,50
2014,December,Mildura,C Drug offences,C20 Cultivate or manufacture drugs,17
2014,December,Mildura,C Drug offences,C30 Drug use and possession,147
2014,December,Mildura,D Public order and security offences,D10 Weapons and explosives offences,96
2014,December,Mildura,D Public order and security offences,D20 Disorderly and offensive conduct,376
2014,December,Mildura,D Public order and security offences,D30 Public nuisance offences,7
2014,December,Mildura,E Justice procedures offences,E10 Justice procedures,45
2014,December,Mildura,E Justice procedures offences,E20 Breaches of orders,270
2014,December,Mitchell,A Crimes against the person,A20 Assault and related offences,284
2014,December,Mitchell,A Crimes against the person,A30 Sexual offences,25
2014,December,Mitchell,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",50
2014,December,Mitchell,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2014,December,Mitchell,B Property and deception offences,B10 Arson,14
2014,December,Mitchell,B Property and deception offences,B20 Property damage,78
2014,December,Mitchell,B Property and deception offences,B30 Burglary/Break and enter,32
2014,December,Mitchell,B Property and deception offences,B40 Theft,107
2014,December,Mitchell,B Property and deception offences,B50 Deception,45
2014,December,Mitchell,C Drug offences,C10 Drug dealing and trafficking,15
2014,December,Mitchell,C Drug offences,C20 Cultivate or manufacture drugs,12
2014,December,Mitchell,C Drug offences,C30 Drug use and possession,54
2014,December,Mitchell,D Public order and security offences,D10 Weapons and explosives offences,39
2014,December,Mitchell,D Public order and security offences,D20 Disorderly and offensive conduct,75
2014,December,Mitchell,D Public order and security offences,D30 Public nuisance offences,11
2014,December,Mitchell,E Justice procedures offences,E10 Justice procedures,16
2014,December,Mitchell,E Justice procedures offences,E20 Breaches of orders,109
2014,December,Moira,A Crimes against the person,A20 Assault and related offences,118
2014,December,Moira,A Crimes against the person,A30 Sexual offences,23
2014,December,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17
2014,December,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2014,December,Moira,B Property and deception offences,B10 Arson,16
2014,December,Moira,B Property and deception offences,B20 Property damage,35
2014,December,Moira,B Property and deception offences,B30 Burglary/Break and enter,57
2014,December,Moira,B Property and deception offences,B40 Theft,53
2014,December,Moira,B Property and deception offences,B50 Deception,13
2014,December,Moira,C Drug offences,C10 Drug dealing and trafficking,13
2014,December,Moira,C Drug offences,C20 Cultivate or manufacture drugs,7
2014,December,Moira,C Drug offences,C30 Drug use and possession,80
2014,December,Moira,D Public order and security offences,D10 Weapons and explosives offences,16
2014,December,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,58
2014,December,Moira,E Justice procedures offences,E10 Justice procedures,10
2014,December,Moira,E Justice procedures offences,E20 Breaches of orders,59
2014,December,Monash,A Crimes against the person,A20 Assault and related offences,407
2014,December,Monash,A Crimes against the person,A30 Sexual offences,43
2014,December,Monash,A Crimes against the person,A40 Abduction and related offences,10
2014,December,Monash,A Crimes against the person,A50 Robbery,71
2014,December,Monash,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",64
2014,December,Monash,A Crimes against the person,A80 Dangerous and negligent acts endangering people,36
2014,December,Monash,B Property and deception offences,B20 Property damage,116
2014,December,Monash,B Property and deception offences,B30 Burglary/Break and enter,107
2014,December,Monash,B Property and deception offences,B40 Theft,489
2014,December,Monash,B Property and deception offences,B50 Deception,146
2014,December,Monash,C Drug offences,C10 Drug dealing and trafficking,57
