Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2019,December,Loddon,Females,High Harm,17
2019,December,Loddon,Females,Low Harm,51
2019,December,Loddon,Females,Medium Harm,23
2019,December,Loddon,Males,High Harm,18
2019,December,Loddon,Males,Low Harm,89
2019,December,Loddon,Males,Medium Harm,30
2019,December,Macedon Ranges,Females,High Harm,64
2019,December,Macedon Ranges,Females,Low Harm,196
2019,December,Macedon Ranges,Females,Medium Harm,93
2019,December,Macedon Ranges,Males,High Harm,51
2019,December,Macedon Ranges,Males,Low Harm,362
2019,December,Macedon Ranges,Males,Medium Harm,91
2019,December,Manningham,Females,High Harm,114
2019,December,Manningham,Females,Low Harm,733
2019,December,Manningham,Females,Medium Harm,225
2019,December,Manningham,Males,High Harm,136
2019,December,Manningham,Males,Low Harm,"1,058"
2019,December,Manningham,Males,Medium Harm,237
2019,December,Mansfield,Females,High Harm,18
2019,December,Mansfield,Females,Low Harm,32
2019,December,Mansfield,Females,Medium Harm,30
2019,December,Mansfield,Males,High Harm,21
2019,December,Mansfield,Males,Low Harm,53
2019,December,Mansfield,Males,Medium Harm,21
2019,December,Maribyrnong,Females,High Harm,262
2019,December,Maribyrnong,Females,Low Harm,"1,167"
2019,December,Maribyrnong,Females,Medium Harm,295
2019,December,Maribyrnong,Males,High Harm,338
2019,December,Maribyrnong,Males,Low Harm,"1,707"
2019,December,Maribyrnong,Males,Medium Harm,449
2019,December,Maroondah,Females,High Harm,242
2019,December,Maroondah,Females,Low Harm,816
2019,December,Maroondah,Females,Medium Harm,392
2019,December,Maroondah,Males,High Harm,215
2019,December,Maroondah,Males,Low Harm,"1,047"
2019,December,Maroondah,Males,Medium Harm,360
2019,December,Melbourne,Females,High Harm,"1,055"
2019,December,Melbourne,Females,Low Harm,"3,541"
2019,December,Melbourne,Females,Medium Harm,936
2019,December,Melbourne,Males,High Harm,"1,313"
2019,December,Melbourne,Males,Low Harm,"5,207"
2019,December,Melbourne,Males,Medium Harm,"1,516"
2019,December,Melton,Females,High Harm,439
2019,December,Melton,Females,Low Harm,"1,244"
2019,December,Melton,Females,Medium Harm,648
2019,December,Melton,Males,High Harm,402
2019,December,Melton,Males,Low Harm,"1,675"
2019,December,Melton,Males,Medium Harm,487
2019,December,Merri-bek,Females,High Harm,448
2019,December,Merri-bek,Females,Low Harm,"1,951"
2019,December,Merri-bek,Females,Medium Harm,664
2019,December,Merri-bek,Males,High Harm,389
2019,December,Merri-bek,Males,Low Harm,"2,674"
2019,December,Merri-bek,Males,Medium Harm,788
2019,December,Mildura,Females,High Harm,351
2019,December,Mildura,Females,Low Harm,797
2019,December,Mildura,Females,Medium Harm,468
2019,December,Mildura,Males,High Harm,249
2019,December,Mildura,Males,Low Harm,866
2019,December,Mildura,Males,Medium Harm,381
2019,December,Mitchell,Females,High Harm,168
2019,December,Mitchell,Females,Low Harm,359
2019,December,Mitchell,Females,Medium Harm,256
2019,December,Mitchell,Males,High Harm,126
2019,December,Mitchell,Males,Low Harm,429
2019,December,Mitchell,Males,Medium Harm,272
2019,December,Moira,Females,High Harm,75
2019,December,Moira,Females,Low Harm,246
2019,December,Moira,Females,Medium Harm,117
2019,December,Moira,Males,High Harm,66
2019,December,Moira,Males,Low Harm,398
2019,December,Moira,Males,Medium Harm,110
2019,December,Monash,Females,High Harm,333
2019,December,Monash,Females,Low Harm,"1,529"
2019,December,Monash,Females,Medium Harm,476
2019,December,Monash,Males,High Harm,348
2019,December,Monash,Males,Low Harm,"2,408"
2019,December,Monash,Males,Medium Harm,538
2019,December,Moonee Valley,Females,High Harm,210
2019,December,Moonee Valley,Females,Low Harm,"1,094"
2019,December,Moonee Valley,Females,Medium Harm,360
2019,December,Moonee Valley,Males,High Harm,240
2019,December,Moonee Valley,Males,Low Harm,"1,494"
2019,December,Moonee Valley,Males,Medium Harm,431
2019,December,Moorabool,Females,High Harm,76
2019,December,Moorabool,Females,Low Harm,212
2019,December,Moorabool,Females,Medium Harm,104
2019,December,Moorabool,Males,High Harm,62
2019,December,Moorabool,Males,Low Harm,345
2019,December,Moorabool,Males,Medium Harm,102
2019,December,Mornington Peninsula,Females,High Harm,392
2019,December,Mornington Peninsula,Females,Low Harm,"1,558"
2019,December,Mornington Peninsula,Females,Medium Harm,466
2019,December,Mornington Peninsula,Males,High Harm,284
2019,December,Mornington Peninsula,Males,Low Harm,"1,992"
2019,December,Mornington Peninsula,Males,Medium Harm,387
2019,December,Mount Alexander,Females,High Harm,32
2019,December,Mount Alexander,Females,Low Harm,132
2019,December,Mount Alexander,Females,Medium Harm,49
2019,December,Mount Alexander,Males,High Harm,23
2019,December,Mount Alexander,Males,Low Harm,149
2019,December,Mount Alexander,Males,Medium Harm,47
2019,December,Moyne,Females,High Harm,48
2019,December,Moyne,Females,Low Harm,55
2019,December,Moyne,Females,Medium Harm,47
2019,December,Moyne,Males,High Harm,31
2019,December,Moyne,Males,Low Harm,94
2019,December,Moyne,Males,Medium Harm,34
2019,December,Murrindindi,Females,High Harm,38
2019,December,Murrindindi,Females,Low Harm,72
2019,December,Murrindindi,Females,Medium Harm,53
2019,December,Murrindindi,Males,High Harm,20
2019,December,Murrindindi,Males,Low Harm,143
2019,December,Murrindindi,Males,Medium Harm,53
2019,December,Nillumbik,Females,High Harm,71
2019,December,Nillumbik,Females,Low Harm,259
2019,December,Nillumbik,Females,Medium Harm,102
2019,December,Nillumbik,Males,High Harm,50
2019,December,Nillumbik,Males,Low Harm,343
2019,December,Nillumbik,Males,Medium Harm,111
2019,December,Northern Grampians,Females,High Harm,42
2019,December,Northern Grampians,Females,Low Harm,81
2019,December,Northern Grampians,Females,Medium Harm,76
2019,December,Northern Grampians,Males,High Harm,46
2019,December,Northern Grampians,Males,Low Harm,117
2019,December,Northern Grampians,Males,Medium Harm,50
2019,December,Port Phillip,Females,High Harm,379
2019,December,Port Phillip,Females,Low Harm,"1,747"
2019,December,Port Phillip,Females,Medium Harm,481
2019,December,Port Phillip,Males,High Harm,420
2019,December,Port Phillip,Males,Low Harm,"2,560"
2019,December,Port Phillip,Males,Medium Harm,618
2019,December,Pyrenees,Females,High Harm,20
2019,December,Pyrenees,Females,Low Harm,51
2019,December,Pyrenees,Females,Medium Harm,22
2019,December,Pyrenees,Males,High Harm,12
2019,December,Pyrenees,Males,Low Harm,90
2019,December,Pyrenees,Males,Medium Harm,29
2019,December,Queenscliffe,Females,High Harm,4
2019,December,Queenscliffe,Females,Low Harm,26
2019,December,Queenscliffe,Females,Medium Harm,
2019,December,Queenscliffe,Males,High Harm,11
2019,December,Queenscliffe,Males,Low Harm,22
2019,December,Queenscliffe,Males,Medium Harm,
2019,December,South Gippsland,Females,High Harm,65
2019,December,South Gippsland,Females,Low Harm,154
2019,December,South Gippsland,Females,Medium Harm,96
2019,December,South Gippsland,Males,High Harm,45
2019,December,South Gippsland,Males,Low Harm,246
2019,December,South Gippsland,Males,Medium Harm,69
2019,December,Southern Grampians,Females,High Harm,49
2019,December,Southern Grampians,Females,Low Harm,109
2019,December,Southern Grampians,Females,Medium Harm,56
2019,December,Southern Grampians,Males,High Harm,46
2019,December,Southern Grampians,Males,Low Harm,154
2019,December,Southern Grampians,Males,Medium Harm,41
2019,December,Stonnington,Females,High Harm,272
2019,December,Stonnington,Females,Low Harm,"1,790"
2019,December,Stonnington,Females,Medium Harm,414
2019,December,Stonnington,Males,High Harm,383
2019,December,Stonnington,Males,Low Harm,"2,280"
2019,December,Stonnington,Males,Medium Harm,503
2019,December,Strathbogie,Females,High Harm,18
2019,December,Strathbogie,Females,Low Harm,45
2019,December,Strathbogie,Females,Medium Harm,39
2019,December,Strathbogie,Males,High Harm,16
2019,December,Strathbogie,Males,Low Harm,99
2019,December,Strathbogie,Males,Medium Harm,32
2019,December,Surf Coast,Females,High Harm,58
2019,December,Surf Coast,Females,Low Harm,168
2019,December,Surf Coast,Females,Medium Harm,68
2019,December,Surf Coast,Males,High Harm,40
2019,December,Surf Coast,Males,Low Harm,265
2019,December,Surf Coast,Males,Medium Harm,63
2019,December,Swan Hill,Females,High Harm,107
2019,December,Swan Hill,Females,Low Harm,241
2019,December,Swan Hill,Females,Medium Harm,148
2019,December,Swan Hill,Males,High Harm,68
2019,December,Swan Hill,Males,Low Harm,268
2019,December,Swan Hill,Males,Medium Harm,91
2019,December,Towong,Females,High Harm,11
2019,December,Towong,Females,Low Harm,12
2019,December,Towong,Females,Medium Harm,9
2019,December,Towong,Males,High Harm,6
2019,December,Towong,Males,Low Harm,30
2019,December,Towong,Males,Medium Harm,7
2019,December,Wangaratta,Females,High Harm,112
2019,December,Wangaratta,Females,Low Harm,204
2019,December,Wangaratta,Females,Medium Harm,101
2019,December,Wangaratta,Males,High Harm,70
2019,December,Wangaratta,Males,Low Harm,273
2019,December,Wangaratta,Males,Medium Harm,84
2019,December,Warrnambool,Females,High Harm,135
2019,December,Warrnambool,Females,Low Harm,365
2019,December,Warrnambool,Females,Medium Harm,184
2019,December,Warrnambool,Males,High Harm,124
2019,December,Warrnambool,Males,Low Harm,363
2019,December,Warrnambool,Males,Medium Harm,143
2019,December,Wellington,Females,High Harm,217
2019,December,Wellington,Females,Low Harm,422
2019,December,Wellington,Females,Medium Harm,291
2019,December,Wellington,Males,High Harm,152
2019,December,Wellington,Males,Low Harm,510
2019,December,Wellington,Males,Medium Harm,211
2019,December,West Wimmera,Females,High Harm,7
2019,December,West Wimmera,Females,Low Harm,15
2019,December,West Wimmera,Females,Medium Harm,7
2019,December,West Wimmera,Males,High Harm,9
2019,December,West Wimmera,Males,Low Harm,20
2019,December,West Wimmera,Males,Medium Harm,6
2019,December,Whitehorse,Females,High Harm,245
2019,December,Whitehorse,Females,Low Harm,"1,430"
2019,December,Whitehorse,Females,Medium Harm,404
2019,December,Whitehorse,Males,High Harm,246
2019,December,Whitehorse,Males,Low Harm,"1,921"
2019,December,Whitehorse,Males,Medium Harm,476
2019,December,Whittlesea,Females,High Harm,450
2019,December,Whittlesea,Females,Low Harm,"1,568"
2019,December,Whittlesea,Females,Medium Harm,981
2019,December,Whittlesea,Males,High Harm,438
2019,December,Whittlesea,Males,Low Harm,"2,322"
2019,December,Whittlesea,Males,Medium Harm,947
2019,December,Wodonga,Females,High Harm,177
2019,December,Wodonga,Females,Low Harm,404
2019,December,Wodonga,Females,Medium Harm,176
2019,December,Wodonga,Males,High Harm,133
2019,December,Wodonga,Males,Low Harm,478
2019,December,Wodonga,Males,Medium Harm,127
2019,December,Wyndham,Females,High Harm,644
2019,December,Wyndham,Females,Low Harm,"1,568"
2019,December,Wyndham,Females,Medium Harm,857
2019,December,Wyndham,Males,High Harm,566
2019,December,Wyndham,Males,Low Harm,"2,384"
2019,December,Wyndham,Males,Medium Harm,673
2019,December,Yarra,Females,High Harm,368
2019,December,Yarra,Females,Low Harm,"2,099"
2019,December,Yarra,Females,Medium Harm,494
2019,December,Yarra,Males,High Harm,475
2019,December,Yarra,Males,Low Harm,"2,744"
2019,December,Yarra,Males,Medium Harm,636
2019,December,Yarra Ranges,Females,High Harm,282
2019,December,Yarra Ranges,Females,Low Harm,903
2019,December,Yarra Ranges,Females,Medium Harm,443
2019,December,Yarra Ranges,Males,High Harm,238
2019,December,Yarra Ranges,Males,Low Harm,"1,218"
2019,December,Yarra Ranges,Males,Medium Harm,413
2019,December,Yarriambiack,Females,High Harm,40
2019,December,Yarriambiack,Females,Low Harm,38
2019,December,Yarriambiack,Females,Medium Harm,33
2019,December,Yarriambiack,Males,High Harm,17
2019,December,Yarriambiack,Males,Low Harm,70
2019,December,Yarriambiack,Males,Medium Harm,17
2018,December,Alpine,Females,High Harm,25
2018,December,Alpine,Females,Low Harm,38
2018,December,Alpine,Females,Medium Harm,26
2018,December,Alpine,Males,High Harm,37
2018,December,Alpine,Males,Low Harm,51
2018,December,Alpine,Males,Medium Harm,28
2018,December,Ararat,Females,High Harm,62
2018,December,Ararat,Females,Low Harm,97
2018,December,Ararat,Females,Medium Harm,55
2018,December,Ararat,Males,High Harm,49
2018,December,Ararat,Males,Low Harm,136
2018,December,Ararat,Males,Medium Harm,50
2018,December,Ballarat,Females,High Harm,460
2018,December,Ballarat,Females,Low Harm,"1,233"
2018,December,Ballarat,Females,Medium Harm,599
2018,December,Ballarat,Males,High Harm,352
2018,December,Ballarat,Males,Low Harm,"1,395"
2018,December,Ballarat,Males,Medium Harm,508
2018,December,Banyule,Females,High Harm,241
2018,December,Banyule,Females,Low Harm,"1,140"
2018,December,Banyule,Females,Medium Harm,378
2018,December,Banyule,Males,High Harm,190
2018,December,Banyule,Males,Low Harm,"1,585"
2018,December,Banyule,Males,Medium Harm,406
2018,December,Bass Coast,Females,High Harm,100
2018,December,Bass Coast,Females,Low Harm,240
2018,December,Bass Coast,Females,Medium Harm,130
2018,December,Bass Coast,Males,High Harm,72
2018,December,Bass Coast,Males,Low Harm,329
2018,December,Bass Coast,Males,Medium Harm,134
2018,December,Baw Baw,Females,High Harm,175
2018,December,Baw Baw,Females,Low Harm,428
2018,December,Baw Baw,Females,Medium Harm,242
2018,December,Baw Baw,Males,High Harm,125
2018,December,Baw Baw,Males,Low Harm,587
2018,December,Baw Baw,Males,Medium Harm,199
2018,December,Bayside,Females,High Harm,136
2018,December,Bayside,Females,Low Harm,766
2018,December,Bayside,Females,Medium Harm,204
2018,December,Bayside,Males,High Harm,146
2018,December,Bayside,Males,Low Harm,"1,065"
2018,December,Bayside,Males,Medium Harm,204
2018,December,Benalla,Females,High Harm,51
2018,December,Benalla,Females,Low Harm,122
2018,December,Benalla,Females,Medium Harm,77
2018,December,Benalla,Males,High Harm,41
2018,December,Benalla,Males,Low Harm,113
2018,December,Benalla,Males,Medium Harm,59
2018,December,Boroondara,Females,High Harm,188
2018,December,Boroondara,Females,Low Harm,"1,329"
2018,December,Boroondara,Females,Medium Harm,234
2018,December,Boroondara,Males,High Harm,143
2018,December,Boroondara,Males,Low Harm,"1,735"
2018,December,Boroondara,Males,Medium Harm,308
2018,December,Brimbank,Females,High Harm,613
2018,December,Brimbank,Females,Low Harm,"2,051"
2018,December,Brimbank,Females,Medium Harm,914
2018,December,Brimbank,Males,High Harm,610
2018,December,Brimbank,Males,Low Harm,"3,054"
2018,December,Brimbank,Males,Medium Harm,931
2018,December,Buloke,Females,High Harm,17
2018,December,Buloke,Females,Low Harm,16
2018,December,Buloke,Females,Medium Harm,10
2018,December,Buloke,Males,High Harm,4
2018,December,Buloke,Males,Low Harm,43
2018,December,Buloke,Males,Medium Harm,10
2018,December,Campaspe,Females,High Harm,136
2018,December,Campaspe,Females,Low Harm,380
2018,December,Campaspe,Females,Medium Harm,161
2018,December,Campaspe,Males,High Harm,117
2018,December,Campaspe,Males,Low Harm,560
2018,December,Campaspe,Males,Medium Harm,173
2018,December,Cardinia,Females,High Harm,195
2018,December,Cardinia,Females,Low Harm,624
2018,December,Cardinia,Females,Medium Harm,351
2018,December,Cardinia,Males,High Harm,176
2018,December,Cardinia,Males,Low Harm,872
2018,December,Cardinia,Males,Medium Harm,281
2018,December,Casey,Females,High Harm,832
2018,December,Casey,Females,Low Harm,"2,150"
2018,December,Casey,Females,Medium Harm,"1,416"
2018,December,Casey,Males,High Harm,730
2018,December,Casey,Males,Low Harm,"3,357"
2018,December,Casey,Males,Medium Harm,"1,217"
2018,December,Central Goldfields,Females,High Harm,63
2018,December,Central Goldfields,Females,Low Harm,112
2018,December,Central Goldfields,Females,Medium Harm,90
2018,December,Central Goldfields,Males,High Harm,38
2018,December,Central Goldfields,Males,Low Harm,114
2018,December,Central Goldfields,Males,Medium Harm,56
2018,December,Colac-Otway,Females,High Harm,94
2018,December,Colac-Otway,Females,Low Harm,145
2018,December,Colac-Otway,Females,Medium Harm,88
2018,December,Colac-Otway,Males,High Harm,85
2018,December,Colac-Otway,Males,Low Harm,212
2018,December,Colac-Otway,Males,Medium Harm,63
