Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2015,December,Melbourne,30 - 34 years,"1,780"
2015,December,Melbourne,35 - 39 years,"1,319"
2015,December,Melbourne,40 - 44 years,934
2015,December,Melbourne,45+ years,"1,248"
2015,December,Melton,10 - 17 years,260
2015,December,Melton,18 - 24 years,591
2015,December,Melton,25 - 29 years,477
2015,December,Melton,30 - 34 years,444
2015,December,Melton,35 - 39 years,345
2015,December,Melton,40 - 44 years,283
2015,December,Melton,45+ years,279
2015,December,Merri-bek,10 - 17 years,335
2015,December,Merri-bek,18 - 24 years,612
2015,December,Merri-bek,25 - 29 years,566
2015,December,Merri-bek,30 - 34 years,548
2015,December,Merri-bek,35 - 39 years,406
2015,December,Merri-bek,40 - 44 years,369
2015,December,Merri-bek,45+ years,450
2015,December,Mildura,10 - 17 years,313
2015,December,Mildura,18 - 24 years,550
2015,December,Mildura,25 - 29 years,365
2015,December,Mildura,30 - 34 years,335
2015,December,Mildura,35 - 39 years,241
2015,December,Mildura,40 - 44 years,257
2015,December,Mildura,45+ years,272
2015,December,Mitchell,10 - 17 years,158
2015,December,Mitchell,18 - 24 years,281
2015,December,Mitchell,25 - 29 years,195
2015,December,Mitchell,30 - 34 years,164
2015,December,Mitchell,35 - 39 years,182
2015,December,Mitchell,40 - 44 years,125
2015,December,Mitchell,45+ years,205
2015,December,Moira,10 - 17 years,47
2015,December,Moira,18 - 24 years,200
2015,December,Moira,25 - 29 years,81
2015,December,Moira,30 - 34 years,85
2015,December,Moira,35 - 39 years,52
2015,December,Moira,40 - 44 years,45
2015,December,Moira,45+ years,111
2015,December,Monash,10 - 17 years,238
2015,December,Monash,18 - 24 years,533
2015,December,Monash,25 - 29 years,283
2015,December,Monash,30 - 34 years,344
2015,December,Monash,35 - 39 years,294
2015,December,Monash,40 - 44 years,185
2015,December,Monash,45+ years,368
2015,December,Moonee Valley,10 - 17 years,180
2015,December,Moonee Valley,18 - 24 years,502
2015,December,Moonee Valley,25 - 29 years,378
2015,December,Moonee Valley,30 - 34 years,357
2015,December,Moonee Valley,35 - 39 years,274
2015,December,Moonee Valley,40 - 44 years,203
2015,December,Moonee Valley,45+ years,339
2015,December,Moorabool,10 - 17 years,74
2015,December,Moorabool,18 - 24 years,158
2015,December,Moorabool,25 - 29 years,109
2015,December,Moorabool,30 - 34 years,100
2015,December,Moorabool,35 - 39 years,71
2015,December,Moorabool,40 - 44 years,75
2015,December,Moorabool,45+ years,111
2015,December,Mornington Peninsula,10 - 17 years,371
2015,December,Mornington Peninsula,18 - 24 years,961
2015,December,Mornington Peninsula,25 - 29 years,628
2015,December,Mornington Peninsula,30 - 34 years,422
2015,December,Mornington Peninsula,35 - 39 years,425
2015,December,Mornington Peninsula,40 - 44 years,372
2015,December,Mornington Peninsula,45+ years,536
2015,December,Mount Alexander,10 - 17 years,50
2015,December,Mount Alexander,18 - 24 years,63
2015,December,Mount Alexander,25 - 29 years,35
2015,December,Mount Alexander,30 - 34 years,29
2015,December,Mount Alexander,35 - 39 years,40
2015,December,Mount Alexander,40 - 44 years,41
2015,December,Mount Alexander,45+ years,105
2015,December,Moyne,10 - 17 years,35
2015,December,Moyne,18 - 24 years,29
2015,December,Moyne,25 - 29 years,20
2015,December,Moyne,30 - 34 years,17
2015,December,Moyne,35 - 39 years,25
2015,December,Moyne,40 - 44 years,17
2015,December,Moyne,45+ years,48
2015,December,Murrindindi,10 - 17 years,24
2015,December,Murrindindi,18 - 24 years,66
2015,December,Murrindindi,25 - 29 years,27
2015,December,Murrindindi,30 - 34 years,25
2015,December,Murrindindi,35 - 39 years,27
2015,December,Murrindindi,40 - 44 years,20
2015,December,Murrindindi,45+ years,45
2015,December,Nillumbik,10 - 17 years,131
2015,December,Nillumbik,18 - 24 years,183
2015,December,Nillumbik,25 - 29 years,49
2015,December,Nillumbik,30 - 34 years,74
2015,December,Nillumbik,35 - 39 years,51
2015,December,Nillumbik,40 - 44 years,39
2015,December,Nillumbik,45+ years,130
2015,December,Northern Grampians,10 - 17 years,56
2015,December,Northern Grampians,18 - 24 years,125
2015,December,Northern Grampians,25 - 29 years,43
2015,December,Northern Grampians,30 - 34 years,66
2015,December,Northern Grampians,35 - 39 years,33
2015,December,Northern Grampians,40 - 44 years,42
2015,December,Northern Grampians,45+ years,102
2015,December,Port Phillip,10 - 17 years,132
2015,December,Port Phillip,18 - 24 years,552
2015,December,Port Phillip,25 - 29 years,613
2015,December,Port Phillip,30 - 34 years,519
2015,December,Port Phillip,35 - 39 years,485
2015,December,Port Phillip,40 - 44 years,404
2015,December,Port Phillip,45+ years,529
2015,December,Pyrenees,10 - 17 years,8
2015,December,Pyrenees,18 - 24 years,26
2015,December,Pyrenees,25 - 29 years,9
2015,December,Pyrenees,30 - 34 years,12
2015,December,Pyrenees,35 - 39 years,21
2015,December,Pyrenees,40 - 44 years,6
2015,December,Pyrenees,45+ years,37
2015,December,Queenscliffe,10 - 17 years,
2015,December,Queenscliffe,18 - 24 years,
2015,December,Queenscliffe,25 - 29 years,
2015,December,Queenscliffe,30 - 34 years,
2015,December,Queenscliffe,35 - 39 years,
2015,December,Queenscliffe,40 - 44 years,
2015,December,Queenscliffe,45+ years,
2015,December,South Gippsland,10 - 17 years,43
2015,December,South Gippsland,18 - 24 years,89
2015,December,South Gippsland,25 - 29 years,58
2015,December,South Gippsland,30 - 34 years,47
2015,December,South Gippsland,35 - 39 years,56
2015,December,South Gippsland,40 - 44 years,41
2015,December,South Gippsland,45+ years,85
2015,December,Southern Grampians,10 - 17 years,31
2015,December,Southern Grampians,18 - 24 years,124
2015,December,Southern Grampians,25 - 29 years,45
2015,December,Southern Grampians,30 - 34 years,51
2015,December,Southern Grampians,35 - 39 years,35
2015,December,Southern Grampians,40 - 44 years,38
2015,December,Southern Grampians,45+ years,63
2015,December,Stonnington,10 - 17 years,203
2015,December,Stonnington,18 - 24 years,645
2015,December,Stonnington,25 - 29 years,408
2015,December,Stonnington,30 - 34 years,409
2015,December,Stonnington,35 - 39 years,328
2015,December,Stonnington,40 - 44 years,237
2015,December,Stonnington,45+ years,331
2015,December,Strathbogie,10 - 17 years,7
2015,December,Strathbogie,18 - 24 years,32
2015,December,Strathbogie,25 - 29 years,11
2015,December,Strathbogie,30 - 34 years,23
2015,December,Strathbogie,35 - 39 years,21
2015,December,Strathbogie,40 - 44 years,13
2015,December,Strathbogie,45+ years,35
2015,December,Surf Coast,10 - 17 years,84
2015,December,Surf Coast,18 - 24 years,72
2015,December,Surf Coast,25 - 29 years,32
2015,December,Surf Coast,30 - 34 years,30
2015,December,Surf Coast,35 - 39 years,33
2015,December,Surf Coast,40 - 44 years,41
2015,December,Surf Coast,45+ years,44
2015,December,Swan Hill,10 - 17 years,82
2015,December,Swan Hill,18 - 24 years,304
2015,December,Swan Hill,25 - 29 years,172
2015,December,Swan Hill,30 - 34 years,153
2015,December,Swan Hill,35 - 39 years,117
2015,December,Swan Hill,40 - 44 years,80
2015,December,Swan Hill,45+ years,154
2015,December,Towong,10 - 17 years,16
2015,December,Towong,18 - 24 years,11
2015,December,Towong,25 - 29 years,4
2015,December,Towong,30 - 34 years,5
2015,December,Towong,35 - 39 years,6
2015,December,Towong,40 - 44 years,9
2015,December,Towong,45+ years,23
2015,December,Wangaratta,10 - 17 years,150
2015,December,Wangaratta,18 - 24 years,307
2015,December,Wangaratta,25 - 29 years,131
2015,December,Wangaratta,30 - 34 years,122
2015,December,Wangaratta,35 - 39 years,84
2015,December,Wangaratta,40 - 44 years,108
2015,December,Wangaratta,45+ years,117
2015,December,Warrnambool,10 - 17 years,98
2015,December,Warrnambool,18 - 24 years,330
2015,December,Warrnambool,25 - 29 years,173
2015,December,Warrnambool,30 - 34 years,173
2015,December,Warrnambool,35 - 39 years,100
2015,December,Warrnambool,40 - 44 years,102
2015,December,Warrnambool,45+ years,142
2015,December,Wellington,10 - 17 years,214
2015,December,Wellington,18 - 24 years,333
2015,December,Wellington,25 - 29 years,191
2015,December,Wellington,30 - 34 years,182
2015,December,Wellington,35 - 39 years,149
2015,December,Wellington,40 - 44 years,158
2015,December,Wellington,45+ years,224
2015,December,West Wimmera,10 - 17 years,2
2015,December,West Wimmera,18 - 24 years,12
2015,December,West Wimmera,25 - 29 years,5
2015,December,West Wimmera,30 - 34 years,6
2015,December,West Wimmera,35 - 39 years,7
2015,December,West Wimmera,40 - 44 years,6
2015,December,West Wimmera,45+ years,19
2015,December,Whitehorse,10 - 17 years,250
2015,December,Whitehorse,18 - 24 years,331
2015,December,Whitehorse,25 - 29 years,262
2015,December,Whitehorse,30 - 34 years,235
2015,December,Whitehorse,35 - 39 years,246
2015,December,Whitehorse,40 - 44 years,178
2015,December,Whitehorse,45+ years,334
2015,December,Whittlesea,10 - 17 years,478
2015,December,Whittlesea,18 - 24 years,823
2015,December,Whittlesea,25 - 29 years,676
2015,December,Whittlesea,30 - 34 years,503
2015,December,Whittlesea,35 - 39 years,385
2015,December,Whittlesea,40 - 44 years,321
2015,December,Whittlesea,45+ years,436
2015,December,Wodonga,10 - 17 years,400
2015,December,Wodonga,18 - 24 years,297
2015,December,Wodonga,25 - 29 years,179
2015,December,Wodonga,30 - 34 years,132
2015,December,Wodonga,35 - 39 years,162
2015,December,Wodonga,40 - 44 years,110
2015,December,Wodonga,45+ years,153
2015,December,Wyndham,10 - 17 years,579
2015,December,Wyndham,18 - 24 years,806
2015,December,Wyndham,25 - 29 years,654
2015,December,Wyndham,30 - 34 years,576
2015,December,Wyndham,35 - 39 years,434
2015,December,Wyndham,40 - 44 years,322
2015,December,Wyndham,45+ years,402
2015,December,Yarra,10 - 17 years,123
2015,December,Yarra,18 - 24 years,563
2015,December,Yarra,25 - 29 years,583
2015,December,Yarra,30 - 34 years,640
2015,December,Yarra,35 - 39 years,527
2015,December,Yarra,40 - 44 years,423
2015,December,Yarra,45+ years,494
2015,December,Yarra Ranges,10 - 17 years,286
2015,December,Yarra Ranges,18 - 24 years,527
2015,December,Yarra Ranges,25 - 29 years,345
2015,December,Yarra Ranges,30 - 34 years,299
2015,December,Yarra Ranges,35 - 39 years,256
2015,December,Yarra Ranges,40 - 44 years,219
2015,December,Yarra Ranges,45+ years,417
2015,December,Yarriambiack,10 - 17 years,38
2015,December,Yarriambiack,18 - 24 years,41
2015,December,Yarriambiack,25 - 29 years,16
2015,December,Yarriambiack,30 - 34 years,17
2015,December,Yarriambiack,35 - 39 years,12
2015,December,Yarriambiack,40 - 44 years,16
2015,December,Yarriambiack,45+ years,33
2014,December,Alpine,10 - 17 years,18
2014,December,Alpine,18 - 24 years,48
2014,December,Alpine,25 - 29 years,24
2014,December,Alpine,30 - 34 years,9
2014,December,Alpine,35 - 39 years,19
2014,December,Alpine,40 - 44 years,13
2014,December,Alpine,45+ years,30
2014,December,Ararat,10 - 17 years,93
2014,December,Ararat,18 - 24 years,159
2014,December,Ararat,25 - 29 years,57
2014,December,Ararat,30 - 34 years,42
2014,December,Ararat,35 - 39 years,52
2014,December,Ararat,40 - 44 years,45
2014,December,Ararat,45+ years,70
2014,December,Ballarat,10 - 17 years,606
2014,December,Ballarat,18 - 24 years,"1,029"
2014,December,Ballarat,25 - 29 years,377
2014,December,Ballarat,30 - 34 years,333
2014,December,Ballarat,35 - 39 years,329
2014,December,Ballarat,40 - 44 years,266
2014,December,Ballarat,45+ years,341
2014,December,Banyule,10 - 17 years,305
2014,December,Banyule,18 - 24 years,571
2014,December,Banyule,25 - 29 years,377
2014,December,Banyule,30 - 34 years,357
2014,December,Banyule,35 - 39 years,276
2014,December,Banyule,40 - 44 years,239
2014,December,Banyule,45+ years,338
2014,December,Bass Coast,10 - 17 years,162
2014,December,Bass Coast,18 - 24 years,398
2014,December,Bass Coast,25 - 29 years,143
2014,December,Bass Coast,30 - 34 years,105
2014,December,Bass Coast,35 - 39 years,122
2014,December,Bass Coast,40 - 44 years,109
2014,December,Bass Coast,45+ years,177
2014,December,Baw Baw,10 - 17 years,199
2014,December,Baw Baw,18 - 24 years,330
2014,December,Baw Baw,25 - 29 years,160
2014,December,Baw Baw,30 - 34 years,166
2014,December,Baw Baw,35 - 39 years,106
2014,December,Baw Baw,40 - 44 years,72
2014,December,Baw Baw,45+ years,179
2014,December,Bayside,10 - 17 years,106
2014,December,Bayside,18 - 24 years,256
2014,December,Bayside,25 - 29 years,129
2014,December,Bayside,30 - 34 years,142
2014,December,Bayside,35 - 39 years,139
2014,December,Bayside,40 - 44 years,117
2014,December,Bayside,45+ years,207
2014,December,Benalla,10 - 17 years,55
2014,December,Benalla,18 - 24 years,120
2014,December,Benalla,25 - 29 years,45
2014,December,Benalla,30 - 34 years,47
2014,December,Benalla,35 - 39 years,54
2014,December,Benalla,40 - 44 years,38
2014,December,Benalla,45+ years,73
2014,December,Boroondara,10 - 17 years,211
2014,December,Boroondara,18 - 24 years,368
2014,December,Boroondara,25 - 29 years,259
2014,December,Boroondara,30 - 34 years,235
2014,December,Boroondara,35 - 39 years,191
2014,December,Boroondara,40 - 44 years,124
2014,December,Boroondara,45+ years,219
2014,December,Brimbank,10 - 17 years,501
2014,December,Brimbank,18 - 24 years,"1,012"
2014,December,Brimbank,25 - 29 years,836
2014,December,Brimbank,30 - 34 years,770
2014,December,Brimbank,35 - 39 years,671
2014,December,Brimbank,40 - 44 years,461
2014,December,Brimbank,45+ years,662
2014,December,Buloke,10 - 17 years,14
2014,December,Buloke,18 - 24 years,18
2014,December,Buloke,25 - 29 years,6
2014,December,Buloke,30 - 34 years,6
2014,December,Buloke,35 - 39 years,6
2014,December,Buloke,40 - 44 years,10
2014,December,Buloke,45+ years,22
2014,December,Campaspe,10 - 17 years,90
2014,December,Campaspe,18 - 24 years,338
2014,December,Campaspe,25 - 29 years,164
2014,December,Campaspe,30 - 34 years,117
2014,December,Campaspe,35 - 39 years,124
2014,December,Campaspe,40 - 44 years,73
2014,December,Campaspe,45+ years,103
2014,December,Cardinia,10 - 17 years,316
2014,December,Cardinia,18 - 24 years,479
2014,December,Cardinia,25 - 29 years,242
2014,December,Cardinia,30 - 34 years,225
2014,December,Cardinia,35 - 39 years,209
2014,December,Cardinia,40 - 44 years,137
2014,December,Cardinia,45+ years,231
2014,December,Casey,10 - 17 years,874
2014,December,Casey,18 - 24 years,"1,389"
2014,December,Casey,25 - 29 years,769
2014,December,Casey,30 - 34 years,657
2014,December,Casey,35 - 39 years,587
2014,December,Casey,40 - 44 years,463
2014,December,Casey,45+ years,638
2014,December,Central Goldfields,10 - 17 years,67
2014,December,Central Goldfields,18 - 24 years,101
2014,December,Central Goldfields,25 - 29 years,48
2014,December,Central Goldfields,30 - 34 years,54
2014,December,Central Goldfields,35 - 39 years,58
2014,December,Central Goldfields,40 - 44 years,51
2014,December,Central Goldfields,45+ years,68
2014,December,Colac-Otway,10 - 17 years,54
2014,December,Colac-Otway,18 - 24 years,163
2014,December,Colac-Otway,25 - 29 years,88
2014,December,Colac-Otway,30 - 34 years,38
2014,December,Colac-Otway,35 - 39 years,90
2014,December,Colac-Otway,40 - 44 years,45
2014,December,Colac-Otway,45+ years,89
2014,December,Corangamite,10 - 17 years,15
2014,December,Corangamite,18 - 24 years,42
2014,December,Corangamite,25 - 29 years,25
2014,December,Corangamite,30 - 34 years,35
2014,December,Corangamite,35 - 39 years,18
2014,December,Corangamite,40 - 44 years,16
2014,December,Corangamite,45+ years,54
2014,December,Darebin,10 - 17 years,470
2014,December,Darebin,18 - 24 years,625
2014,December,Darebin,25 - 29 years,481
2014,December,Darebin,30 - 34 years,467
2014,December,Darebin,35 - 39 years,433
2014,December,Darebin,40 - 44 years,302
2014,December,Darebin,45+ years,520
2014,December,East Gippsland,10 - 17 years,258
2014,December,East Gippsland,18 - 24 years,376
2014,December,East Gippsland,25 - 29 years,193
2014,December,East Gippsland,30 - 34 years,171
2014,December,East Gippsland,35 - 39 years,208
2014,December,East Gippsland,40 - 44 years,144
2014,December,East Gippsland,45+ years,349
2014,December,Frankston,10 - 17 years,760
2014,December,Frankston,18 - 24 years,"1,158"
2014,December,Frankston,25 - 29 years,789
2014,December,Frankston,30 - 34 years,768
2014,December,Frankston,35 - 39 years,658
2014,December,Frankston,40 - 44 years,570
2014,December,Frankston,45+ years,673
2014,December,Gannawarra,10 - 17 years,25
2014,December,Gannawarra,18 - 24 years,77
2014,December,Gannawarra,25 - 29 years,32
2014,December,Gannawarra,30 - 34 years,26
2014,December,Gannawarra,35 - 39 years,21
2014,December,Gannawarra,40 - 44 years,36
2014,December,Gannawarra,45+ years,32
2014,December,Glen Eira,10 - 17 years,135
2014,December,Glen Eira,18 - 24 years,289
2014,December,Glen Eira,25 - 29 years,205
2014,December,Glen Eira,30 - 34 years,181
2014,December,Glen Eira,35 - 39 years,166
2014,December,Glen Eira,40 - 44 years,147
2014,December,Glen Eira,45+ years,281
2014,December,Glenelg,10 - 17 years,105
2014,December,Glenelg,18 - 24 years,179
2014,December,Glenelg,25 - 29 years,68
2014,December,Glenelg,30 - 34 years,63
2014,December,Glenelg,35 - 39 years,51
2014,December,Glenelg,40 - 44 years,51
2014,December,Glenelg,45+ years,79
2014,December,Golden Plains,10 - 17 years,6
2014,December,Golden Plains,18 - 24 years,28
2014,December,Golden Plains,25 - 29 years,33
2014,December,Golden Plains,30 - 34 years,10
2014,December,Golden Plains,35 - 39 years,15
2014,December,Golden Plains,40 - 44 years,12
2014,December,Golden Plains,45+ years,27
2014,December,Greater Bendigo,10 - 17 years,467
2014,December,Greater Bendigo,18 - 24 years,825
2014,December,Greater Bendigo,25 - 29 years,476
2014,December,Greater Bendigo,30 - 34 years,388
2014,December,Greater Bendigo,35 - 39 years,340
2014,December,Greater Bendigo,40 - 44 years,236
2014,December,Greater Bendigo,45+ years,348
2014,December,Greater Dandenong,10 - 17 years,531
2014,December,Greater Dandenong,18 - 24 years,"1,300"
2014,December,Greater Dandenong,25 - 29 years,902
2014,December,Greater Dandenong,30 - 34 years,818
2014,December,Greater Dandenong,35 - 39 years,659
2014,December,Greater Dandenong,40 - 44 years,518
2014,December,Greater Dandenong,45+ years,775
2014,December,Greater Geelong,10 - 17 years,804
2014,December,Greater Geelong,18 - 24 years,"1,373"
2014,December,Greater Geelong,25 - 29 years,684
2014,December,Greater Geelong,30 - 34 years,657
2014,December,Greater Geelong,35 - 39 years,523
2014,December,Greater Geelong,40 - 44 years,463
2014,December,Greater Geelong,45+ years,548
2014,December,Greater Shepparton,10 - 17 years,408
2014,December,Greater Shepparton,18 - 24 years,622
2014,December,Greater Shepparton,25 - 29 years,319
2014,December,Greater Shepparton,30 - 34 years,341
2014,December,Greater Shepparton,35 - 39 years,232
2014,December,Greater Shepparton,40 - 44 years,216
2014,December,Greater Shepparton,45+ years,337
2014,December,Hepburn,10 - 17 years,40
2014,December,Hepburn,18 - 24 years,45
2014,December,Hepburn,25 - 29 years,20
2014,December,Hepburn,30 - 34 years,19
2014,December,Hepburn,35 - 39 years,31
2014,December,Hepburn,40 - 44 years,24
2014,December,Hepburn,45+ years,49
2014,December,Hindmarsh,10 - 17 years,11
2014,December,Hindmarsh,18 - 24 years,12
2014,December,Hindmarsh,25 - 29 years,9
2014,December,Hindmarsh,30 - 34 years,14
2014,December,Hindmarsh,35 - 39 years,10
2014,December,Hindmarsh,40 - 44 years,7
2014,December,Hindmarsh,45+ years,19
2014,December,Hobsons Bay,10 - 17 years,408
2014,December,Hobsons Bay,18 - 24 years,569
2014,December,Hobsons Bay,25 - 29 years,260
2014,December,Hobsons Bay,30 - 34 years,285
2014,December,Hobsons Bay,35 - 39 years,230
2014,December,Hobsons Bay,40 - 44 years,200
2014,December,Hobsons Bay,45+ years,287
2014,December,Horsham,10 - 17 years,182
2014,December,Horsham,18 - 24 years,232
2014,December,Horsham,25 - 29 years,105
2014,December,Horsham,30 - 34 years,102
2014,December,Horsham,35 - 39 years,97
2014,December,Horsham,40 - 44 years,70
2014,December,Horsham,45+ years,150
2014,December,Hume,10 - 17 years,612
2014,December,Hume,18 - 24 years,"1,348"
2014,December,Hume,25 - 29 years,780
2014,December,Hume,30 - 34 years,658
2014,December,Hume,35 - 39 years,525
2014,December,Hume,40 - 44 years,419
2014,December,Hume,45+ years,642
2014,December,Indigo,10 - 17 years,14
2014,December,Indigo,18 - 24 years,43
2014,December,Indigo,25 - 29 years,20
2014,December,Indigo,30 - 34 years,23
2014,December,Indigo,35 - 39 years,14
2014,December,Indigo,40 - 44 years,19
2014,December,Indigo,45+ years,31
2014,December,Kingston,10 - 17 years,432
2014,December,Kingston,18 - 24 years,760
2014,December,Kingston,25 - 29 years,417
2014,December,Kingston,30 - 34 years,382
2014,December,Kingston,35 - 39 years,371
2014,December,Kingston,40 - 44 years,256
2014,December,Kingston,45+ years,461
2014,December,Knox,10 - 17 years,351
2014,December,Knox,18 - 24 years,797
2014,December,Knox,25 - 29 years,443
2014,December,Knox,30 - 34 years,319
2014,December,Knox,35 - 39 years,272
2014,December,Knox,40 - 44 years,232
2014,December,Knox,45+ years,338
2014,December,Latrobe,10 - 17 years,737
2014,December,Latrobe,18 - 24 years,"1,148"
2014,December,Latrobe,25 - 29 years,651
2014,December,Latrobe,30 - 34 years,476
2014,December,Latrobe,35 - 39 years,369
2014,December,Latrobe,40 - 44 years,330
2014,December,Latrobe,45+ years,506
2014,December,Loddon,10 - 17 years,22
2014,December,Loddon,18 - 24 years,21
2014,December,Loddon,25 - 29 years,9
2014,December,Loddon,30 - 34 years,10
2014,December,Loddon,35 - 39 years,12
2014,December,Loddon,40 - 44 years,14
2014,December,Loddon,45+ years,32
2014,December,Macedon Ranges,10 - 17 years,84
2014,December,Macedon Ranges,18 - 24 years,144
2014,December,Macedon Ranges,25 - 29 years,93
2014,December,Macedon Ranges,30 - 34 years,83
2014,December,Macedon Ranges,35 - 39 years,80
2014,December,Macedon Ranges,40 - 44 years,73
2014,December,Macedon Ranges,45+ years,115
2014,December,Manningham,10 - 17 years,177
2014,December,Manningham,18 - 24 years,257
2014,December,Manningham,25 - 29 years,136
2014,December,Manningham,30 - 34 years,102
2014,December,Manningham,35 - 39 years,146
2014,December,Manningham,40 - 44 years,112
2014,December,Manningham,45+ years,215
2014,December,Mansfield,10 - 17 years,37
2014,December,Mansfield,18 - 24 years,37
2014,December,Mansfield,25 - 29 years,16
2014,December,Mansfield,30 - 34 years,12
2014,December,Mansfield,35 - 39 years,17
2014,December,Mansfield,40 - 44 years,19
2014,December,Mansfield,45+ years,31
2014,December,Maribyrnong,10 - 17 years,213
2014,December,Maribyrnong,18 - 24 years,548
2014,December,Maribyrnong,25 - 29 years,450
2014,December,Maribyrnong,30 - 34 years,360
2014,December,Maribyrnong,35 - 39 years,343
2014,December,Maribyrnong,40 - 44 years,229
2014,December,Maribyrnong,45+ years,401
2014,December,Maroondah,10 - 17 years,332
2014,December,Maroondah,18 - 24 years,554
2014,December,Maroondah,25 - 29 years,307
2014,December,Maroondah,30 - 34 years,326
2014,December,Maroondah,35 - 39 years,204
2014,December,Maroondah,40 - 44 years,199
2014,December,Maroondah,45+ years,289
2014,December,Melbourne,10 - 17 years,780
2014,December,Melbourne,18 - 24 years,"3,549"
2014,December,Melbourne,25 - 29 years,"2,092"
2014,December,Melbourne,30 - 34 years,"1,702"
2014,December,Melbourne,35 - 39 years,"1,175"
2014,December,Melbourne,40 - 44 years,872
2014,December,Melbourne,45+ years,"1,377"
2014,December,Melton,10 - 17 years,316
2014,December,Melton,18 - 24 years,565
2014,December,Melton,25 - 29 years,455
2014,December,Melton,30 - 34 years,407
2014,December,Melton,35 - 39 years,279
2014,December,Melton,40 - 44 years,239
2014,December,Melton,45+ years,245
2014,December,Merri-bek,10 - 17 years,308
2014,December,Merri-bek,18 - 24 years,620
2014,December,Merri-bek,25 - 29 years,477
2014,December,Merri-bek,30 - 34 years,470
2014,December,Merri-bek,35 - 39 years,299
2014,December,Merri-bek,40 - 44 years,301
2014,December,Merri-bek,45+ years,432
2014,December,Mildura,10 - 17 years,322
2014,December,Mildura,18 - 24 years,653
2014,December,Mildura,25 - 29 years,305
2014,December,Mildura,30 - 34 years,317
2014,December,Mildura,35 - 39 years,201
2014,December,Mildura,40 - 44 years,236
2014,December,Mildura,45+ years,257
2014,December,Mitchell,10 - 17 years,125
2014,December,Mitchell,18 - 24 years,211
2014,December,Mitchell,25 - 29 years,169
2014,December,Mitchell,30 - 34 years,135
2014,December,Mitchell,35 - 39 years,108
2014,December,Mitchell,40 - 44 years,104
2014,December,Mitchell,45+ years,155
2014,December,Moira,10 - 17 years,40
2014,December,Moira,18 - 24 years,183
2014,December,Moira,25 - 29 years,96
2014,December,Moira,30 - 34 years,71
2014,December,Moira,35 - 39 years,43
2014,December,Moira,40 - 44 years,66
2014,December,Moira,45+ years,93
2014,December,Monash,10 - 17 years,257
2014,December,Monash,18 - 24 years,506
2014,December,Monash,25 - 29 years,308
2014,December,Monash,30 - 34 years,248
2014,December,Monash,35 - 39 years,242
2014,December,Monash,40 - 44 years,212
2014,December,Monash,45+ years,378
2014,December,Moonee Valley,10 - 17 years,195
2014,December,Moonee Valley,18 - 24 years,541
2014,December,Moonee Valley,25 - 29 years,323
2014,December,Moonee Valley,30 - 34 years,323
2014,December,Moonee Valley,35 - 39 years,217
2014,December,Moonee Valley,40 - 44 years,226
2014,December,Moonee Valley,45+ years,313
2014,December,Moorabool,10 - 17 years,68
2014,December,Moorabool,18 - 24 years,124
2014,December,Moorabool,25 - 29 years,84
2014,December,Moorabool,30 - 34 years,90
2014,December,Moorabool,35 - 39 years,72
2014,December,Moorabool,40 - 44 years,60
2014,December,Moorabool,45+ years,95
2014,December,Mornington Peninsula,10 - 17 years,483
2014,December,Mornington Peninsula,18 - 24 years,"1,073"
2014,December,Mornington Peninsula,25 - 29 years,575
2014,December,Mornington Peninsula,30 - 34 years,451
2014,December,Mornington Peninsula,35 - 39 years,356
2014,December,Mornington Peninsula,40 - 44 years,289
2014,December,Mornington Peninsula,45+ years,538
2014,December,Mount Alexander,10 - 17 years,48
2014,December,Mount Alexander,18 - 24 years,82
2014,December,Mount Alexander,25 - 29 years,34
2014,December,Mount Alexander,30 - 34 years,28
2014,December,Mount Alexander,35 - 39 years,29
2014,December,Mount Alexander,40 - 44 years,29
2014,December,Mount Alexander,45+ years,75
2014,December,Moyne,10 - 17 years,41
2014,December,Moyne,18 - 24 years,48
2014,December,Moyne,25 - 29 years,23
2014,December,Moyne,30 - 34 years,27
2014,December,Moyne,35 - 39 years,32
2014,December,Moyne,40 - 44 years,24
2014,December,Moyne,45+ years,33
2014,December,Murrindindi,10 - 17 years,22
2014,December,Murrindindi,18 - 24 years,79
2014,December,Murrindindi,25 - 29 years,32
2014,December,Murrindindi,30 - 34 years,31
2014,December,Murrindindi,35 - 39 years,21
2014,December,Murrindindi,40 - 44 years,33
2014,December,Murrindindi,45+ years,62
2014,December,Nillumbik,10 - 17 years,95
2014,December,Nillumbik,18 - 24 years,129
2014,December,Nillumbik,25 - 29 years,75
2014,December,Nillumbik,30 - 34 years,74
2014,December,Nillumbik,35 - 39 years,54
2014,December,Nillumbik,40 - 44 years,63
2014,December,Nillumbik,45+ years,80
2014,December,Northern Grampians,10 - 17 years,54
2014,December,Northern Grampians,18 - 24 years,122
2014,December,Northern Grampians,25 - 29 years,47
2014,December,Northern Grampians,30 - 34 years,48
2014,December,Northern Grampians,35 - 39 years,36
2014,December,Northern Grampians,40 - 44 years,52
2014,December,Northern Grampians,45+ years,77
2014,December,Port Phillip,10 - 17 years,125
2014,December,Port Phillip,18 - 24 years,634
2014,December,Port Phillip,25 - 29 years,567
2014,December,Port Phillip,30 - 34 years,571
2014,December,Port Phillip,35 - 39 years,427
2014,December,Port Phillip,40 - 44 years,414
2014,December,Port Phillip,45+ years,530
